,Unnamed: 0,item name,Время чтения,Сложность,Количество просмотров,В закладках,Комментарии,Автор,Рейтинг автора,Время публикации,Savings_per_Views,norm_ReadingTime,hour
668,668,"The Saboteur! (ZX Spectrum, 1985). История создания",4,",",11000.0,28,67,@wilelf,48.6,2023-04-23 11:01:00,0.0025454545454545456,0.03614457831325301,11
669,669,"Про Vim "" Миграция на Neovim (Lua)",9,1,5600.0,42,7,@Rembo123,40.0,2023-04-23 06:27:00,0.0075,0.0963855421686747,6
670,670,"Новое, старое, измененное: что появилось и что пропало в релизе Fedora Linux 38. Да-да, он уже вышел",4,",",7300.0,13,10,@Greiv656,243.3,2023-04-23 03:49:00,0.001780821917808219,0.03614457831325301,3
671,671,Прикормочный кораблик на arduino,10,1,13000.0,53,52,@nielsanderson,68.0,2023-04-23 01:45:00,0.004076923076923077,0.10843373493975904,1
672,672,Оптимизация автотестов Cypress с помощью  циклов JavaScript,7,",",2800.0,42,17,@alex_sanzh,9.1,2023-04-22 23:45:00,0.015,0.07228915662650602,23
673,673,"Рейтинг языков программирования 2023. JavaScript/TypeScript завоевывают мир, Python вошел в топ-3",4,",",40000.0,60,115,@olzeykan,48.1,2023-04-22 21:45:00,0.0015,0.03614457831325301,21
674,674,Это невозможное доказательство теоремы Пифагора нашли в 2023 году,2,1,31000.0,60,24,@andreybrylb,113.0,2023-04-22 19:32:00,0.001935483870967742,0.012048192771084338,19
675,675,Как на самом деле работает Async/Await в C# (Часть 5),6,3,5700.0,59,3,@nkz-soft,19.6,2023-04-22 18:48:00,0.010350877192982456,0.060240963855421686,18
676,676,"Все запретим, но… потом: поставщики литографических сканеров продолжают зарабатывать сотни миллионов долларов в Китае",4,",",16000.0,20,55,@belich,163.0,2023-04-22 18:19:00,0.00125,0.03614457831325301,18
677,677,Нормально разбираемся в Нормальном распределении,6,2,11000.0,102,14,@btseytlin,16.4,2023-04-22 18:18:00,0.009272727272727273,0.060240963855421686,18
678,678,"Как жить-то, когда нет целевой архитектуры?",13,2,3300.0,19,5,@igulg,25.0,2023-04-22 17:18:00,0.005757575757575757,0.14457831325301204,17
679,679,Разработка игр на Go: шейдеры,14,2,6000.0,60,5,@quasilyte,25.0,2023-04-22 16:50:00,0.01,0.1566265060240964,16
680,680,CustomView Android. Кольцевая диаграмма для отображения статистики,25,2,3900.0,50,8,@Alex-tech-it,9.0,2023-04-22 14:59:00,0.01282051282051282,0.2891566265060241,14
681,681,"Vicuna, Stable Diffusion и другие нейронки на винде без боли",3,1,9800.0,118,10,@4eJIoBek,22.0,2023-04-22 14:43:00,0.012040816326530613,0.024096385542168676,14
682,682,RTK Query и redux. Минимум кода для работы с api,9,",",2100.0,16,7,@leonidshishkin,-3.0,2023-04-22 14:21:00,0.007619047619047619,0.0963855421686747,14
683,683,ARRS // Нам нужна ваша помощь,3,1,2800.0,9,8,@osmanovjr,10.0,2023-04-22 13:53:00,0.0032142857142857142,0.024096385542168676,13
684,684,Сокращение типизации с помощью Util Types в Typescript,5,1,3500.0,32,5,@crackidocky,6.0,2023-04-22 13:48:00,0.009142857142857144,0.04819277108433735,13
685,685,Инфраструктура открытых данных для ИИ — кто и зачем её разрабатывает,3,",",1100.0,9,7,@VASExperts,16.0,2023-04-22 12:59:00,0.008181818181818182,0.024096385542168676,12
686,686,Jija python async framework,2,1,3200.0,25,4,@KAINeDEZZ,6.0,2023-04-22 12:58:00,0.0078125,0.012048192771084338,12
687,687,Удивительные клеточные автоматы: направленные и пользовательские окрестности,7,1,2600.0,46,7,@TLHE,76.8,2023-04-22 11:01:00,0.01769230769230769,0.07228915662650602,11
688,688,"Дешевый, как автобус, удобный, как такси: перспективный вид общественного транспорта для больших и средних городов. Ч.2",58,2,5000.0,30,18,@Sergey_Kovalenko,18.1,2023-04-22 10:37:00,0.006,0.6867469879518072,10
689,689,Ближайшие бесплатные мероприятия по разработке (22 апреля — 27 апреля),2,1,1400.0,5,0,@ITMeeting,-0.8,2023-04-22 10:19:00,0.0035714285714285713,0.012048192771084338,10
690,690,Простая Enterprise Architecture. Автопостроение схемы архитектуры по данным репозитария,9,2,2700.0,21,6,@itGuevara,2.2,2023-04-22 09:55:00,0.0077777777777777776,0.0963855421686747,9
691,691,Способы замены цветов текстур при помощи Shader Graph в Unity,11,",",1100.0,17,0,@PatientZero,217.2,2023-04-22 09:11:00,0.015454545454545455,0.12048192771084337,9
692,692,Сам себе Росстат,4,2,3200.0,21,10,@cohr,18.0,2023-04-22 07:35:00,0.0065625,0.03614457831325301,7
693,693,DataHub: организовываем доступ к публичным данным через Predefined Queries,3,1,804.0,7,2,@AndrewShmig,11.0,2023-04-22 07:13:00,0.008706467661691543,0.024096385542168676,7
694,694,Генерируем X509 сертификат с OpenSSL C++,11,3,3200.0,51,26,@Witcher136,5.0,2023-04-22 04:48:00,0.0159375,0.12048192771084337,4
695,695,Три уровня Kubernetes in Kubernetes,8,1,5700.0,34,1,@dobry-kot,16.1,2023-04-22 03:40:00,0.0059649122807017545,0.08433734939759036,3
696,696,Генерация тестов на основе трассировки для высоконагруженных систем,5,1,1200.0,17,0,@dmitriizolotov,71.0,2023-04-21 21:08:00,0.014166666666666666,0.04819277108433735,21
697,697,IT-HW: в чём РЕволюция StarLink-V2? (Часть 1),5,2,7800.0,12,26,@mianoki,42.0,2023-04-21 20:13:00,0.0015384615384615385,0.04819277108433735,20
698,698,Расширенный мониторинг производительности Vue.js,8,",",2800.0,38,1,@MaxRokatansky,175.2,2023-04-21 18:17:00,0.013571428571428571,0.08433734939759036,18
699,699,О чём расскажут на C++ Russia 2023 в онлайне и офлайне,20,",",3300.0,25,1,@phillennium,54.8,2023-04-21 17:25:00,0.007575757575757576,0.2289156626506024,17
700,700,Требования к графическим интерфейсам: одна памятка ответит на все ваши вопросы,7,1,7300.0,64,30,@David_Sargsyan,17.3,2023-04-21 17:24:00,0.008767123287671232,0.07228915662650602,17
701,701,"MiniGPT-4, ты что за зверь такой?",4,1,12000.0,58,7,@took_the_lead,115.1,2023-04-21 17:01:00,0.004833333333333334,0.03614457831325301,17
702,702,Elastic APM для PHP-разработчиков: Используем APM c Laravel и Lumen,10,",",1800.0,25,2,@MaxRokatansky,175.2,2023-04-21 16:22:00,0.013888888888888888,0.10843373493975904,16
703,703,ClickHouse: как мы уменьшили потребление памяти в 50 раз,12,2,4400.0,33,3,@neoflex,9.0,2023-04-21 16:08:00,0.0075,0.13253012048192772,16
704,704,Основные принципы маскирования в CSS,8,2,3100.0,79,1,@Bright_Translate,133.9,2023-04-21 16:00:00,0.025483870967741934,0.08433734939759036,16
705,705,Ненормальный React: давайте совместим классовые и функциональные компоненты в одно,3,",",4000.0,15,12,@freehabr,13.1,2023-04-21 15:49:00,0.00375,0.024096385542168676,15
706,706,Отладка C при помощи пакета Cosmopolitan Libc,12,",",2900.0,36,2,@ph_piter,86.1,2023-04-21 15:17:00,0.012413793103448275,0.13253012048192772,15
707,707,Храним секреты своих проектов в Yandex Lockbox и используем их за пределами Yandex Cloud,9,2,2700.0,19,11,@Lepekhov,18.0,2023-04-21 14:51:00,0.007037037037037037,0.0963855421686747,14
708,708,Kandinsky создаёт игры,10,1,7800.0,31,24,@AI_Anatomy,23.0,2023-04-21 14:40:00,0.0039743589743589745,0.10843373493975904,14
709,709,Реализация gRPC с помощью Java и Spring Boot,11,",",5500.0,44,0,@rikki_tikki,39.4,2023-04-21 14:40:00,0.008,0.12048192771084337,14
710,710,Массивный курс по управлению данными и обзор новинок от NVIDIA. Дайджест полезных текстов про ML и дата-аналитику,7,2,2000.0,21,1,@s_valuev,34.0,2023-04-21 14:39:00,0.0105,0.07228915662650602,14
711,711,Асинхронный файловый api-сервис,5,1,3500.0,37,16,@SergeyKlimov_Creator,5.0,2023-04-21 14:25:00,0.010571428571428572,0.04819277108433735,14
712,712,Самостоятельное обучение стало проще с Notion AI. Онлайн школы скоро вымрут? Пример SQL курса,3,1,6800.0,57,12,@TatianaLi,4.0,2023-04-21 14:13:00,0.008382352941176471,0.024096385542168676,14
713,713,Как ЮMoney работает с данными в DWH на Microsoft SQL Server — ежегодный митап High SQL,1,",",577.0,3,0,@yooteam,6.0,2023-04-21 14:01:00,0.005199306759098787,0.0,14
714,714,5 самых дорогостоящих ошибок ПО в истории: как потерять миллиарды долларов из-за неосторожности или невнимательности,5,1,5800.0,27,1,@quadcode_team,3.0,2023-04-21 14:00:00,0.004655172413793103,0.04819277108433735,14
715,715,Монорепозиторий на TypeScript вместо подорожника. Как мы все сломали и сделали лучше,11,2,2500.0,35,1,@dev_family,7.0,2023-04-21 13:57:00,0.014,0.12048192771084337,13
716,716,Запускаем Android Emulator на процессорах AMD под управлением Windows 10/11 Home,3,1,3700.0,41,23,@Lepekhov,18.0,2023-04-21 13:03:00,0.01108108108108108,0.024096385542168676,13
717,717,Как сделать внешнюю обводку у полигона,5,1,2300.0,24,5,@scorpion1574,9.0,2023-04-21 12:51:00,0.010434782608695653,0.04819277108433735,12
718,718,Создаем свой собственный язык программирования с использованием LLVM. Часть 5: Поддержка классов и перегрузки функций,84,",",2900.0,41,7,@DCSinpo,6.0,2023-04-21 12:35:00,0.014137931034482758,1.0,12
719,719,Продолжаем учить английский с chatGPT,8,1,4900.0,42,0,@AlexBryl27,1.0,2023-04-21 12:23:00,0.008571428571428572,0.08433734939759036,12
720,720,Трудности перевода. Как научить микросервисы общаться и не ссориться,10,2,4300.0,50,2,@asusikov,7.0,2023-04-21 12:18:00,0.011627906976744186,0.10843373493975904,12
721,721,Берём Glance Widgets под контроль,10,2,343.0,5,0,@PikselNsk,0.0,2023-04-21 12:15:00,0.014577259475218658,0.10843373493975904,12
722,722,DoccGPT: cамодокументируемый код на Swift с помощью GPT и DocC,4,",",712.0,4,0,@SwiftBook,-2.0,2023-04-21 12:05:00,0.0056179775280898875,0.03614457831325301,12
723,723,GraphQL: от восторга до разочарования,14,",",11000.0,79,78,@PatientZero,217.2,2023-04-21 11:51:00,0.007181818181818182,0.1566265060240964,11
724,724,Производительность 1С:ERP+PostgreSQL на разных гипервизорах,3,2,2900.0,7,13,@EFSOL_OBLAKO,0.0,2023-04-21 11:51:00,0.002413793103448276,0.024096385542168676,11
725,725,Low-code инструменты для разработки ПО — сплошной обман,4,1,16000.0,36,22,@ProductivityInside,37.6,2023-04-21 11:38:00,0.00225,0.03614457831325301,11
726,726,Нежное касание: роботизированная рука с функцией прогнозирования ошибок,16,",",1100.0,9,1,@Dmytro_Kikot,146.0,2023-04-21 11:00:00,0.008181818181818182,0.18072289156626506,11
727,727,Эволюция графической подсистемы в отечественной ОС «Нейтрино»,11,2,3400.0,11,3,@a-n-d,23.0,2023-04-21 11:00:00,0.003235294117647059,0.12048192771084337,11
